datetime,temperature_c,humidity_percent,windspeed_kmh
2024-03-22 08:00:00,28.55,58.96,10.03
2024-03-22 09:00:00,32.61,59.28,12.95
2024-03-22 10:00:00,28.88,72.47,10.15
2024-03-22 11:00:00,26.97,66.67,14.82
2024-03-22 12:00:00,24.44,44.5,7.81
2024-03-22 13:00:00,21.57,62.17,10.73
2024-03-22 14:00:00,21.07,69.5,8.45
2024-03-22 15:00:00,22.24,60.59,9.74
2024-03-22 16:00:00,16.21,74.78,11.87
2024-03-22 17:00:00,16.09,70.83,13.47
2024-03-22 18:00:00,20.75,61.15,13.29
2024-03-22 19:00:00,19.15,66.32,16.16
2024-03-22 20:00:00,18.09,68.38,17.46
2024-03-22 21:00:00,19.97,73.2,9.32
2024-03-22 22:00:00,23.82,55.01,14.14
2024-03-22 23:00:00,19.58,56.06,13.75
2024-03-23 00:00:00,24.34,60.42,10.63
2024-03-23 01:00:00,26.79,59.07,15.58
2024-03-23 02:00:00,26.68,51.78,14.14
2024-03-23 03:00:00,28.64,54.9,9.43
2024-03-23 04:00:00,28.93,55.53,11.03
2024-03-23 05:00:00,27.4,51.02,12.15
2024-03-23 06:00:00,28.43,52.76,14.1
2024-03-23 07:00:00,28.21,53.9,11.51
2024-03-23 08:00:00,30.5,56.24,11.67
2024-03-23 09:00:00,25.4,59.58,13.42
2024-03-23 10:00:00,28.6,54.86,10.24
2024-03-23 11:00:00,24.57,64.76,6.53
2024-03-23 12:00:00,27.38,52.96,12.52
2024-03-23 13:00:00,26.07,58.21,7.89
2024-03-23 14:00:00,20.8,50.33,12.77
2024-03-23 15:00:00,19.33,60.58,14.33
2024-03-23 16:00:00,20.04,66.92,8.32
2024-03-23 17:00:00,21.76,60.87,14.94
2024-03-23 18:00:00,21.72,60.06,8.6
2024-03-23 19:00:00,20.74,63.16,9.05
2024-03-23 20:00:00,18.04,68.79,11.78
2024-03-23 21:00:00,20.2,60.75,4.9
2024-03-23 22:00:00,23.74,64.51,11.61
2024-03-23 23:00:00,19.09,65.6,12.14
2024-03-24 00:00:00,24.39,64.48,8.07
2024-03-24 01:00:00,28.12,58.92,6.69
2024-03-24 02:00:00,23.64,67.43,9.75
2024-03-24 03:00:00,29.45,58.9,13.31
2024-03-24 04:00:00,28.74,51.21,13.83
2024-03-24 05:00:00,30.04,52.77,10.92
2024-03-24 06:00:00,30.63,62.41,10.63
2024-03-24 07:00:00,28.62,60.81,11.53
2024-03-24 08:00:00,26.1,52.26,10.29
2024-03-24 09:00:00,28.72,52.25,7.23
2024-03-24 10:00:00,25.1,64.59,12.29
2024-03-24 11:00:00,27.53,60.87,9.34
2024-03-24 12:00:00,24.4,58.05,11.64
2024-03-24 13:00:00,22.38,62.44,10.21
2024-03-24 14:00:00,21.27,70.86,6.74
2024-03-24 15:00:00,19.78,58.95,14.94
2024-03-24 16:00:00,21.06,70.32,10.31
2024-03-24 17:00:00,18.27,69.29,11.0
2024-03-24 18:00:00,21.53,61.46,16.24
2024-03-24 19:00:00,22.51,61.73,13.77
2024-03-24 20:00:00,18.41,61.46,2.68
2024-03-24 21:00:00,21.52,63.43,15.48
2024-03-24 22:00:00,21.11,66.7,13.3
2024-03-24 23:00:00,26.19,57.59,14.19
2024-03-25 00:00:00,25.5,55.03,14.59
2024-03-25 01:00:00,28.11,63.51,10.6
2024-03-25 02:00:00,29.68,57.7,9.6
2024-03-25 03:00:00,27.0,50.64,14.2
2024-03-25 04:00:00,28.33,50.65,12.96
2024-03-25 05:00:00,29.04,57.54,12.83
2024-03-25 06:00:00,30.5,57.68,10.84
2024-03-25 07:00:00,32.57,48.54,6.44
2024-03-25 08:00:00,29.64,55.64,12.57
2024-03-25 09:00:00,27.04,55.85,8.57
2024-03-25 10:00:00,28.57,57.79,12.91
2024-03-25 11:00:00,25.24,58.38,10.34
2024-03-25 12:00:00,24.43,64.73,15.22
2024-03-25 13:00:00,20.55,66.5,9.28
2024-03-25 14:00:00,22.72,69.48,9.87
2024-03-25 15:00:00,22.66,56.83,6.71
2024-03-25 16:00:00,22.59,59.03,15.04
2024-03-25 17:00:00,19.15,67.15,12.04
2024-03-25 18:00:00,22.62,68.86,9.29
2024-03-25 19:00:00,17.91,66.82,6.76
2024-03-25 20:00:00,21.33,58.35,12.31
2024-03-25 21:00:00,18.62,74.74,8.62
2024-03-25 22:00:00,24.21,63.19,9.46
2024-03-25 23:00:00,23.86,65.92,8.74
2024-03-26 00:00:00,25.81,60.59,11.64
2024-03-26 01:00:00,28.24,64.37,8.58
2024-03-26 02:00:00,27.34,61.43,10.03
2024-03-26 03:00:00,28.0,62.77,5.94
2024-03-26 04:00:00,30.4,61.65,13.98
2024-03-26 05:00:00,31.86,56.15,9.4
2024-03-26 06:00:00,31.94,63.3,11.48
2024-03-26 07:00:00,26.94,50.07,10.78
2024-03-26 08:00:00,28.49,52.46,9.11
2024-03-26 09:00:00,32.02,55.56,8.99
2024-03-26 10:00:00,30.78,44.71,10.57
2024-03-26 11:00:00,27.25,53.01,9.01
2024-03-26 12:00:00,25.5,57.19,6.59
2024-03-26 13:00:00,22.8,67.27,8.52
2024-03-26 14:00:00,23.16,69.15,8.63
2024-03-26 15:00:00,21.8,64.24,6.39
2024-03-26 16:00:00,18.5,65.81,5.01
2024-03-26 17:00:00,20.38,59.59,10.93
2024-03-26 18:00:00,21.26,71.61,3.56
2024-03-26 19:00:00,23.94,59.57,7.71
2024-03-26 20:00:00,22.46,65.02,5.84
2024-03-26 21:00:00,19.81,76.81,12.22
2024-03-26 22:00:00,24.1,62.9,10.83
2024-03-26 23:00:00,22.15,65.67,10.31
2024-03-27 00:00:00,25.08,59.52,9.66
2024-03-27 01:00:00,25.35,54.66,9.98
2024-03-27 02:00:00,27.02,53.38,8.84
2024-03-27 03:00:00,29.97,52.21,13.31
2024-03-27 04:00:00,29.33,62.29,9.96
2024-03-27 05:00:00,27.18,54.55,14.83
2024-03-27 06:00:00,27.24,50.62,8.57
2024-03-27 07:00:00,28.54,56.47,10.88
2024-03-27 08:00:00,27.56,60.95,10.94
2024-03-27 09:00:00,30.73,57.03,13.58
2024-03-27 10:00:00,26.79,63.27,10.94
2024-03-27 11:00:00,28.62,53.33,7.87
2024-03-27 12:00:00,24.84,69.71,7.52
2024-03-27 13:00:00,23.56,58.2,11.39
2024-03-27 14:00:00,21.2,66.43,7.86
2024-03-27 15:00:00,19.57,65.58,11.6
2024-03-27 16:00:00,21.87,65.8,16.25
2024-03-27 17:00:00,22.71,60.0,11.73
2024-03-27 18:00:00,20.02,69.58,7.08
2024-03-27 19:00:00,18.09,74.36,8.15
2024-03-27 20:00:00,22.46,61.46,10.17
2024-03-27 21:00:00,20.59,59.75,10.72
2024-03-27 22:00:00,19.49,70.77,8.99
2024-03-27 23:00:00,25.48,67.37,9.02
2024-03-28 00:00:00,27.57,59.41,14.14
2024-03-28 01:00:00,26.06,57.38,9.84
2024-03-28 02:00:00,25.73,63.6,8.69
2024-03-28 03:00:00,27.86,66.74,13.94
2024-03-28 04:00:00,30.34,44.3,10.0
2024-03-28 05:00:00,27.47,55.21,9.61
2024-03-28 06:00:00,29.4,58.86,10.84
2024-03-28 07:00:00,29.34,54.92,15.54
2024-03-28 08:00:00,31.77,45.49,8.56
2024-03-28 09:00:00,28.98,53.66,14.7
2024-03-28 10:00:00,29.89,61.01,10.98
2024-03-28 11:00:00,26.86,57.64,15.86
2024-03-28 12:00:00,26.02,60.35,11.34
2024-03-28 13:00:00,25.26,63.28,6.92
2024-03-28 14:00:00,23.89,63.89,10.36
2024-03-28 15:00:00,22.42,66.91,7.58
2024-03-28 16:00:00,22.2,65.83,7.47
2024-03-28 17:00:00,21.92,59.15,11.49
2024-03-28 18:00:00,17.89,73.16,7.75
2024-03-28 19:00:00,18.38,61.98,12.73
2024-03-28 20:00:00,23.16,64.95,7.4
2024-03-28 21:00:00,22.17,60.98,11.95
2024-03-28 22:00:00,23.24,52.04,14.95
2024-03-28 23:00:00,23.0,59.19,8.36
2024-03-29 00:00:00,27.52,60.43,12.17
2024-03-29 01:00:00,25.91,69.83,2.95
2024-03-29 02:00:00,26.4,60.91,7.23
2024-03-29 03:00:00,29.32,63.65,12.98
2024-03-29 04:00:00,32.1,54.2,9.07
2024-03-29 05:00:00,29.5,58.47,8.63
2024-03-29 06:00:00,28.1,58.12,8.41
2024-03-29 07:00:00,30.94,51.1,10.77
2024-03-29 08:00:00,28.27,65.16,11.71
2024-03-29 09:00:00,28.71,50.11,11.88
2024-03-29 10:00:00,31.54,51.06,8.6
2024-03-29 11:00:00,26.9,50.77,5.87
2024-03-29 12:00:00,26.7,57.67,11.52
2024-03-29 13:00:00,23.32,65.49,10.96
2024-03-29 14:00:00,27.07,52.65,13.83
2024-03-29 15:00:00,21.75,59.26,9.42
2024-03-29 16:00:00,20.02,59.57,11.11
2024-03-29 17:00:00,17.07,62.1,8.49
2024-03-29 18:00:00,22.35,62.52,10.22
2024-03-29 19:00:00,18.12,61.64,10.2
2024-03-29 20:00:00,21.95,70.56,6.71
2024-03-29 21:00:00,24.15,60.22,15.72
2024-03-29 22:00:00,20.78,67.59,11.17
2024-03-29 23:00:00,26.19,61.68,13.75
2024-03-30 00:00:00,24.24,58.94,20.66
2024-03-30 01:00:00,23.8,60.97,8.34
2024-03-30 02:00:00,29.7,55.47,11.02
2024-03-30 03:00:00,27.59,47.71,6.72
2024-03-30 04:00:00,32.63,51.45,11.44
2024-03-30 05:00:00,29.29,56.66,12.1
2024-03-30 06:00:00,30.05,54.12,9.08
2024-03-30 07:00:00,32.89,62.05,14.17
2024-03-30 08:00:00,26.71,60.39,10.86
2024-03-30 09:00:00,25.63,62.02,11.3
2024-03-30 10:00:00,26.36,70.18,10.73
2024-03-30 11:00:00,26.0,53.61,14.57
2024-03-30 12:00:00,22.42,65.45,14.12
2024-03-30 13:00:00,25.45,56.32,9.78
2024-03-30 14:00:00,24.9,58.4,6.87
2024-03-30 15:00:00,20.33,69.44,9.04
2024-03-30 16:00:00,21.07,63.85,10.33
2024-03-30 17:00:00,23.91,66.62,6.1
2024-03-30 18:00:00,18.36,62.53,5.41
2024-03-30 19:00:00,17.43,67.25,10.1
2024-03-30 20:00:00,21.0,71.07,9.95
2024-03-30 21:00:00,24.05,59.95,13.89
2024-03-30 22:00:00,22.87,63.16,12.59
2024-03-30 23:00:00,24.72,61.74,6.24
2024-03-31 00:00:00,27.34,59.88,15.78
2024-03-31 01:00:00,26.15,52.45,10.17
2024-03-31 02:00:00,27.09,56.03,15.71
2024-03-31 03:00:00,25.47,59.6,11.35
2024-03-31 04:00:00,33.99,46.24,12.18
2024-03-31 05:00:00,30.01,62.57,10.52
2024-03-31 06:00:00,30.71,48.49,10.56
2024-03-31 07:00:00,28.29,62.72,11.07
2024-03-31 08:00:00,27.36,59.25,5.55
2024-03-31 09:00:00,30.91,44.31,11.76
2024-03-31 10:00:00,26.53,57.14,11.37
2024-03-31 11:00:00,28.89,56.57,8.78
2024-03-31 12:00:00,24.79,60.43,5.01
2024-03-31 13:00:00,21.92,61.46,11.25
2024-03-31 14:00:00,23.7,65.32,10.51
2024-03-31 15:00:00,22.85,62.54,9.37
2024-03-31 16:00:00,21.15,67.69,4.77
2024-03-31 17:00:00,21.01,63.51,14.83
2024-03-31 18:00:00,15.75,69.86,4.58
2024-03-31 19:00:00,18.34,66.54,10.71
2024-03-31 20:00:00,21.8,70.98,1.99
2024-03-31 21:00:00,23.6,58.15,4.08
2024-03-31 22:00:00,23.93,64.35,7.76
2024-03-31 23:00:00,24.47,65.59,12.31
2024-04-01 00:00:00,24.55,57.55,9.84
2024-04-01 01:00:00,26.08,63.34,12.2
2024-04-01 02:00:00,26.62,61.8,10.97
2024-04-01 03:00:00,29.17,52.17,8.24
2024-04-01 04:00:00,29.69,60.19,13.21
2024-04-01 05:00:00,26.3,56.5,15.03
2024-04-01 06:00:00,30.3,51.79,2.52
2024-04-01 07:00:00,29.8,52.55,8.85
2024-04-01 08:00:00,30.61,54.15,13.11
2024-04-01 09:00:00,31.17,54.83,8.39
2024-04-01 10:00:00,27.9,65.4,12.51
2024-04-01 11:00:00,27.8,60.51,8.71
2024-04-01 12:00:00,26.61,66.06,4.9
2024-04-01 13:00:00,23.13,61.3,8.56
2024-04-01 14:00:00,19.98,56.88,14.72
2024-04-01 15:00:00,21.9,65.89,9.22
2024-04-01 16:00:00,20.12,74.83,11.67
2024-04-01 17:00:00,20.16,63.3,11.66
2024-04-01 18:00:00,22.49,63.67,8.75
2024-04-01 19:00:00,18.23,70.53,3.75
2024-04-01 20:00:00,22.6,65.94,11.97
2024-04-01 21:00:00,23.22,63.24,9.67
2024-04-01 22:00:00,22.8,63.17,10.22
2024-04-01 23:00:00,23.34,65.21,12.62
2024-04-02 00:00:00,23.43,51.71,11.64
2024-04-02 01:00:00,24.93,58.58,7.5
2024-04-02 02:00:00,21.54,57.48,10.61
2024-04-02 03:00:00,30.34,50.01,8.21
2024-04-02 04:00:00,28.65,62.94,10.32
2024-04-02 05:00:00,31.63,58.35,10.92
2024-04-02 06:00:00,30.22,55.54,10.7
2024-04-02 07:00:00,32.19,43.56,7.93
2024-04-02 08:00:00,29.56,52.48,9.13
2024-04-02 09:00:00,27.2,56.51,6.31
2024-04-02 10:00:00,27.75,60.33,14.91
2024-04-02 11:00:00,26.42,48.74,13.47
2024-04-02 12:00:00,25.96,57.62,8.21
2024-04-02 13:00:00,21.96,63.32,12.38
2024-04-02 14:00:00,23.86,62.99,8.1
2024-04-02 15:00:00,21.95,63.69,9.8
2024-04-02 16:00:00,20.13,63.62,4.86
2024-04-02 17:00:00,21.9,66.43,7.12
2024-04-02 18:00:00,23.94,68.27,11.62
2024-04-02 19:00:00,20.85,57.85,7.02
2024-04-02 20:00:00,20.55,63.7,13.14
2024-04-02 21:00:00,21.94,63.24,11.9
2024-04-02 22:00:00,21.95,60.49,9.78
2024-04-02 23:00:00,27.25,55.48,15.29
2024-04-03 00:00:00,26.42,59.93,12.21
2024-04-03 01:00:00,24.13,67.88,8.56
2024-04-03 02:00:00,24.17,57.41,7.99
2024-04-03 03:00:00,28.23,54.25,5.6
2024-04-03 04:00:00,29.75,56.62,3.94
2024-04-03 05:00:00,30.52,51.25,9.43
2024-04-03 06:00:00,31.13,55.38,3.82
2024-04-03 07:00:00,30.69,48.54,7.59
2024-04-03 08:00:00,31.84,49.5,12.55
2024-04-03 09:00:00,27.32,46.74,9.11
2024-04-03 10:00:00,27.54,61.46,7.16
2024-04-03 11:00:00,25.93,64.64,10.09
2024-04-03 12:00:00,24.5,63.47,6.3
2024-04-03 13:00:00,24.07,62.57,6.18
2024-04-03 14:00:00,22.39,61.46,7.98
2024-04-03 15:00:00,18.78,59.49,10.71
2024-04-03 16:00:00,18.94,64.72,11.22
2024-04-03 17:00:00,22.51,64.25,5.26
2024-04-03 18:00:00,21.81,50.14,9.64
2024-04-03 19:00:00,18.09,67.86,4.57
2024-04-03 20:00:00,18.27,66.16,10.91
2024-04-03 21:00:00,20.58,54.53,8.34
2024-04-03 22:00:00,21.61,67.25,11.57
2024-04-03 23:00:00,29.5,51.38,9.61
2024-04-04 00:00:00,25.44,58.98,7.93
2024-04-04 01:00:00,25.87,64.06,10.99
2024-04-04 02:00:00,23.97,65.96,8.4
2024-04-04 03:00:00,26.6,65.59,9.36
2024-04-04 04:00:00,29.92,45.54,13.16
2024-04-04 05:00:00,27.35,64.0,4.58
2024-04-04 06:00:00,27.57,59.87,7.97
2024-04-04 07:00:00,32.33,49.98,10.45
2024-04-04 08:00:00,25.9,59.33,10.14
2024-04-04 09:00:00,30.58,54.59,9.03
2024-04-04 10:00:00,26.32,56.49,12.28
2024-04-04 11:00:00,25.5,59.16,10.89
2024-04-04 12:00:00,25.93,63.73,6.87
2024-04-04 13:00:00,22.02,56.37,6.19
2024-04-04 14:00:00,24.06,54.06,11.27
2024-04-04 15:00:00,17.73,66.67,8.87
2024-04-04 16:00:00,22.34,62.64,11.65
2024-04-04 17:00:00,24.17,59.1,8.43
2024-04-04 18:00:00,19.67,63.1,9.47
2024-04-04 19:00:00,19.37,59.14,11.18
2024-04-04 20:00:00,23.44,62.66,6.62
2024-04-04 21:00:00,18.85,62.14,8.39
2024-04-04 22:00:00,21.91,70.06,9.86
2024-04-04 23:00:00,23.63,63.49,9.99
2024-04-05 00:00:00,25.03,58.25,12.65
2024-04-05 01:00:00,26.89,55.61,10.99
2024-04-05 02:00:00,26.8,61.53,7.71
2024-04-05 03:00:00,33.52,49.77,4.03
2024-04-05 04:00:00,26.42,57.14,5.99
2024-04-05 05:00:00,29.5,55.91,13.1
2024-04-05 06:00:00,28.31,60.6,8.01
2024-04-05 07:00:00,27.27,61.5,5.56
2024-04-05 08:00:00,26.9,58.02,11.88
2024-04-05 09:00:00,29.84,52.4,2.91
2024-04-05 10:00:00,25.12,58.52,6.86
2024-04-05 11:00:00,28.95,47.73,9.18
2024-04-05 12:00:00,27.05,69.08,11.48
2024-04-05 13:00:00,17.71,62.63,9.43
2024-04-05 14:00:00,21.72,65.13,5.41
2024-04-05 15:00:00,17.08,62.64,11.27
2024-04-05 16:00:00,21.51,62.94,9.53
2024-04-05 17:00:00,21.77,53.54,4.36
2024-04-05 18:00:00,18.18,66.6,8.27
2024-04-05 19:00:00,22.22,58.35,5.05
2024-04-05 20:00:00,18.64,63.9,3.58
2024-04-05 21:00:00,23.57,67.39,9.59
2024-04-05 22:00:00,20.69,64.8,6.89
2024-04-05 23:00:00,23.34,68.82,11.32
2024-04-06 00:00:00,27.07,53.53,12.64
2024-04-06 01:00:00,24.48,57.87,12.51
2024-04-06 02:00:00,29.31,60.87,8.18
2024-04-06 03:00:00,30.77,58.48,9.43
2024-04-06 04:00:00,30.26,50.53,11.54
2024-04-06 05:00:00,29.28,44.15,2.27
2024-04-06 06:00:00,29.6,62.46,13.25
2024-04-06 07:00:00,28.1,56.16,4.51
2024-04-06 08:00:00,27.79,58.84,10.07
2024-04-06 09:00:00,29.28,56.47,10.05
2024-04-06 10:00:00,26.97,57.08,7.27
2024-04-06 11:00:00,25.6,55.97,4.22
2024-04-06 12:00:00,22.79,63.56,6.86
2024-04-06 13:00:00,24.35,60.43,10.98
2024-04-06 14:00:00,21.94,68.94,12.16
2024-04-06 15:00:00,21.38,64.41,8.26
2024-04-06 16:00:00,24.37,58.4,8.14
2024-04-06 17:00:00,22.35,64.45,9.7
2024-04-06 18:00:00,18.8,66.08,9.02
2024-04-06 19:00:00,18.42,64.78,9.15
2024-04-06 20:00:00,18.53,55.39,3.57
2024-04-06 21:00:00,20.7,61.53,8.48
2024-04-06 22:00:00,21.82,66.87,9.86
2024-04-06 23:00:00,23.98,62.87,5.81
2024-04-07 00:00:00,23.48,50.94,7.35
2024-04-07 01:00:00,26.37,58.37,11.47
2024-04-07 02:00:00,29.28,50.98,1.15
2024-04-07 03:00:00,27.6,60.65,7.57
2024-04-07 04:00:00,32.36,46.98,11.84
2024-04-07 05:00:00,30.21,56.69,8.14
2024-04-07 06:00:00,29.94,59.87,13.67
2024-04-07 07:00:00,30.11,54.23,7.88
2024-04-07 08:00:00,29.04,57.19,10.43
2024-04-07 09:00:00,29.06,54.43,12.43
2024-04-07 10:00:00,25.6,51.59,4.66
2024-04-07 11:00:00,23.84,68.66,9.35
2024-04-07 12:00:00,23.26,60.6,8.36
2024-04-07 13:00:00,25.63,62.34,7.72
2024-04-07 14:00:00,21.11,71.11,8.78
2024-04-07 15:00:00,22.61,63.78,6.34
2024-04-07 16:00:00,21.37,65.07,5.66
2024-04-07 17:00:00,21.07,67.9,5.81
2024-04-07 18:00:00,23.34,53.83,9.16
2024-04-07 19:00:00,20.2,61.27,12.75
2024-04-07 20:00:00,19.65,60.92,4.57
2024-04-07 21:00:00,17.11,69.27,9.75
2024-04-07 22:00:00,21.08,61.8,9.88
2024-04-07 23:00:00,22.81,65.18,11.71
2024-04-08 00:00:00,26.87,50.03,8.57
2024-04-08 01:00:00,25.01,52.98,10.74
2024-04-08 02:00:00,26.62,62.14,6.57
2024-04-08 03:00:00,28.27,48.38,12.51
2024-04-08 04:00:00,28.5,50.78,10.14
2024-04-08 05:00:00,32.52,55.45,8.02
2024-04-08 06:00:00,32.23,51.62,12.63
2024-04-08 07:00:00,29.99,56.31,5.07
2024-04-08 08:00:00,28.37,58.36,7.44
2024-04-08 09:00:00,28.43,52.75,13.46
2024-04-08 10:00:00,28.9,59.31,5.45
2024-04-08 11:00:00,30.54,54.38,10.56
2024-04-08 12:00:00,27.73,59.04,9.55
2024-04-08 13:00:00,17.97,73.7,2.76
2024-04-08 14:00:00,20.69,70.12,1.34
2024-04-08 15:00:00,20.52,59.89,10.18
2024-04-08 16:00:00,20.21,65.53,4.57
2024-04-08 17:00:00,20.07,64.92,12.72
2024-04-08 18:00:00,23.07,64.05,7.76
2024-04-08 19:00:00,16.87,70.95,8.9
2024-04-08 20:00:00,20.55,56.47,9.46
2024-04-08 21:00:00,23.99,61.07,6.93
2024-04-08 22:00:00,18.96,63.97,9.33
2024-04-08 23:00:00,23.26,64.27,14.43
2024-04-09 00:00:00,26.62,49.82,9.15
2024-04-09 01:00:00,25.46,66.79,4.15
2024-04-09 02:00:00,25.54,54.33,3.9
2024-04-09 03:00:00,26.14,66.2,11.12
2024-04-09 04:00:00,25.33,61.07,4.94
2024-04-09 05:00:00,29.8,45.88,12.1
2024-04-09 06:00:00,28.39,58.03,0.47
2024-04-09 07:00:00,34.05,59.43,4.92
2024-04-09 08:00:00,26.97,56.05,8.04
2024-04-09 09:00:00,28.26,60.85,8.06
2024-04-09 10:00:00,26.8,57.62,10.11
2024-04-09 11:00:00,27.24,61.35,17.64
2024-04-09 12:00:00,22.85,63.22,3.41
2024-04-09 13:00:00,21.79,59.01,8.1
2024-04-09 14:00:00,24.64,55.51,9.45
2024-04-09 15:00:00,20.22,60.48,5.31
2024-04-09 16:00:00,19.79,71.64,14.11
2024-04-09 17:00:00,20.58,69.44,3.4
2024-04-09 18:00:00,22.49,57.78,10.04
2024-04-09 19:00:00,16.37,68.02,7.66
2024-04-09 20:00:00,18.12,61.0,8.89
2024-04-09 21:00:00,20.59,64.37,4.97
2024-04-09 22:00:00,24.0,63.17,10.5
2024-04-09 23:00:00,19.14,72.99,6.21
2024-04-10 00:00:00,28.75,54.03,7.32
2024-04-10 01:00:00,25.58,60.48,11.94
2024-04-10 02:00:00,26.76,64.51,12.48
2024-04-10 03:00:00,31.45,59.1,12.28
2024-04-10 04:00:00,31.23,55.2,6.16
2024-04-10 05:00:00,29.07,57.07,3.05
2024-04-10 06:00:00,28.1,58.71,5.77
2024-04-10 07:00:00,29.8,52.0,6.29
2024-04-10 08:00:00,26.04,61.91,4.57
2024-04-10 09:00:00,29.36,55.43,12.12
2024-04-10 10:00:00,29.19,50.93,6.48
2024-04-10 11:00:00,26.47,57.09,9.25
2024-04-10 12:00:00,24.73,60.94,7.9
2024-04-10 13:00:00,21.67,66.75,3.85
2024-04-10 14:00:00,21.94,59.92,7.68
2024-04-10 15:00:00,21.84,69.82,5.14
2024-04-10 16:00:00,20.42,73.29,11.04
2024-04-10 17:00:00,20.14,59.02,10.72
2024-04-10 18:00:00,19.76,65.33,8.21
2024-04-10 19:00:00,17.27,72.92,11.16
2024-04-10 20:00:00,19.93,64.64,13.96
2024-04-10 21:00:00,22.63,59.07,9.43
2024-04-10 22:00:00,21.29,68.45,11.97
2024-04-10 23:00:00,22.28,60.35,7.72
2024-04-11 00:00:00,26.32,55.98,8.34
2024-04-11 01:00:00,24.34,62.42,9.42
2024-04-11 02:00:00,29.06,55.08,10.01
2024-04-11 03:00:00,29.05,57.34,13.38
2024-04-11 04:00:00,28.8,58.98,8.58
2024-04-11 05:00:00,32.47,53.8,10.17
2024-04-11 06:00:00,27.68,53.59,10.2
2024-04-11 07:00:00,31.8,55.75,13.19
2024-04-11 08:00:00,30.2,59.64,14.49
2024-04-11 09:00:00,29.46,56.17,13.66
2024-04-11 10:00:00,28.29,56.7,7.0
2024-04-11 11:00:00,27.25,55.52,7.03
2024-04-11 12:00:00,26.19,61.27,12.87
2024-04-11 13:00:00,24.44,61.58,8.19
2024-04-11 14:00:00,24.66,57.0,10.33
2024-04-11 15:00:00,22.64,61.56,13.03
2024-04-11 16:00:00,21.3,71.83,8.64
2024-04-11 17:00:00,18.97,62.7,4.18
2024-04-11 18:00:00,16.53,70.52,5.76
2024-04-11 19:00:00,17.4,73.31,8.04
2024-04-11 20:00:00,17.93,67.25,10.9
2024-04-11 21:00:00,17.49,59.29,15.06
2024-04-11 22:00:00,21.03,66.49,9.41
2024-04-11 23:00:00,25.68,53.53,11.11
2024-04-12 00:00:00,25.31,53.0,10.4
2024-04-12 01:00:00,26.34,63.96,10.85
2024-04-12 02:00:00,27.34,69.04,5.54
2024-04-12 03:00:00,26.68,54.3,6.38
2024-04-12 04:00:00,27.42,52.43,8.52
2024-04-12 05:00:00,30.82,56.67,9.33
2024-04-12 06:00:00,30.64,51.56,4.13
2024-04-12 07:00:00,28.22,54.35,6.81
2024-04-12 08:00:00,29.67,64.61,7.74
2024-04-12 09:00:00,29.57,53.92,6.08
2024-04-12 10:00:00,30.06,59.76,7.17
2024-04-12 11:00:00,27.13,59.64,4.94
2024-04-12 12:00:00,20.76,69.29,8.16
2024-04-12 13:00:00,27.79,57.01,9.47
2024-04-12 14:00:00,18.79,67.8,5.23
2024-04-12 15:00:00,23.56,62.81,6.62
2024-04-12 16:00:00,18.63,63.17,8.89
2024-04-12 17:00:00,19.93,70.95,10.33
2024-04-12 18:00:00,18.65,76.59,4.43
2024-04-12 19:00:00,21.28,62.87,8.42
2024-04-12 20:00:00,21.33,72.38,8.43
2024-04-12 21:00:00,24.33,48.69,13.51
2024-04-12 22:00:00,23.79,59.26,9.43
2024-04-12 23:00:00,22.52,61.81,8.5
2024-04-13 00:00:00,24.41,54.76,8.03
2024-04-13 01:00:00,29.2,54.89,11.27
2024-04-13 02:00:00,28.05,54.07,8.47
2024-04-13 03:00:00,28.04,59.23,4.38
2024-04-13 04:00:00,27.56,54.78,9.64
2024-04-13 05:00:00,29.35,50.17,12.15
2024-04-13 06:00:00,31.78,61.16,2.64
2024-04-13 07:00:00,29.36,45.02,3.68
2024-04-13 08:00:00,31.17,43.52,1.3
2024-04-13 09:00:00,27.12,50.18,14.12
2024-04-13 10:00:00,26.75,45.41,6.35
2024-04-13 11:00:00,29.47,50.91,6.93
2024-04-13 12:00:00,23.57,56.83,2.45
2024-04-13 13:00:00,22.11,58.99,5.23
2024-04-13 14:00:00,18.81,65.06,0.59
2024-04-13 15:00:00,19.07,78.34,6.98
2024-04-13 16:00:00,19.0,73.89,5.18
2024-04-13 17:00:00,17.0,66.41,4.52
2024-04-13 18:00:00,20.03,62.67,7.08
2024-04-13 19:00:00,18.13,71.29,9.72
2024-04-13 20:00:00,21.46,65.6,7.4
2024-04-13 21:00:00,22.44,54.04,13.13
2024-04-13 22:00:00,18.8,66.82,4.86
2024-04-13 23:00:00,23.98,60.26,7.11
2024-04-14 00:00:00,26.79,60.97,4.02
2024-04-14 01:00:00,23.01,62.96,11.71
2024-04-14 02:00:00,27.62,52.85,7.89
2024-04-14 03:00:00,29.66,46.4,4.92
2024-04-14 04:00:00,27.4,57.57,1.34
2024-04-14 05:00:00,32.42,53.31,6.28
2024-04-14 06:00:00,32.15,55.37,6.03
2024-04-14 07:00:00,28.91,51.01,8.81
2024-04-14 08:00:00,25.02,62.57,7.43
2024-04-14 09:00:00,30.96,52.52,6.87
2024-04-14 10:00:00,27.75,63.67,9.2
2024-04-14 11:00:00,26.83,56.33,0.0
2024-04-14 12:00:00,21.76,62.71,4.09
2024-04-14 13:00:00,23.77,61.32,7.59
